job_id,source,job_title,company,location,description,skills,careers_required,date_posted,url,career_tag,soft_skills_detected,extraction_date,description_final
1392e07c651ccc6630a9b99484a80de9,jooble,Administrador(a) de Servicios Food,Sodexo,"Antofagasta, Antofagasta, Chile",,,[],7/9/2025 11:43,https://cl.linkedin.com/jobs/view/administrador-a-de-servicios-food-at-sodexo-4264703814,Administración de Empresas,[],7/9/2025,
00d0830c0015d33a87f74376bc1abb25,jooble,Administrador,Cafe Gina,"La Plata, Buenos Aires, Argentina",,,[],7/9/2025 11:34,https://ar.linkedin.com/jobs/view/administrador-at-cafe-gina-4261120756,Administración de Empresas,[],7/9/2025,
d54f21a1490fddb4d82f0e9162d70e45,jooble,ADMINISTRADOR AIX JOURNEYMAN/Barcelona,Experis España,"Barcelona, Catalonia, Spain",,,[],7/9/2025 11:29,https://es.linkedin.com/jobs/view/administrador-aix-journeyman-barcelona-at-experis-espa%C3%B1a-4261127277,Administración de Empresas,[],7/9/2025,
77a207488a6a37fa3cd03be31842b3e4,jooble,ES- Administrador Wintel,Devoteam,"Barcelona, Catalonia, Spain",,"['Initiative', 'Proactivity', 'Communication Skills', 'Interpersonal Skills', 'Customer Orientation', 'Analytical Skills', 'Problem Solving', 'Teamwork', 'Autonomy', 'Windows Operating Systems', 'Active Directory Administration', 'Cloud Solutions', 'Ticketing Tools', 'Microsoft Office365', 'Server Management', 'Networking']",[],7/9/2025 10:59,https://es.linkedin.com/jobs/view/es-administrador-wintel-at-devoteam-4263352833,Administración de Empresas,[],7/9/2025,
9b72370a6e0cb203ac82a26d0b0558b3,jooble,Administrador de sistemas de soporte técnico,ADMNETWORK SL,"Badalona, Catalonia, Spain",,"['Technical Support', 'Office 365', 'Microsoft Azure', 'Incident Resolution', 'System Configuration', 'Infrastructure Monitoring']",[],7/9/2025 9:22,https://es.linkedin.com/jobs/view/administrador-de-sistemas-de-soporte-t%C3%A9cnico-at-admnetwork-sl-4261113071,Administración de Empresas,[],7/9/2025,
bfb2e95736456af29fb7de7d9c318346,jooble,Administrador de la propiedad,NovamentUSA,"Mexico City, Ciudad de México, Mexico",,,[],7/9/2025 9:13,https://mx.linkedin.com/jobs/view/administrador-de-la-propiedad-at-novamentusa-4264268300,Administración de Empresas,[],7/9/2025,
f47707ad41c06378cdbad480072b5e96,jooble,Administrador de BBDD Oracle,Evolutio Empowering the cloud,"Madrid, Madrid, Spain",,"['Oracle DBA', 'Database Management', 'Weblogic', 'Peoplesoft', 'High Availability', 'Backup and Recovery', 'Database Migration', 'Data Modeling', 'Data Security', 'Encryption', 'NoSQL Databases', 'ETL']",[],7/9/2025 8:47,https://es.linkedin.com/jobs/view/administrador-de-bbdd-oracle-at-evolutio-empowering-the-cloud-4263339950,Administración de Empresas,[],7/9/2025,
74714136c9484c018d02103353d035db,jooble,Administrador de sistemas L3,Capitole,"Leganés, Madrid, Spain",,"['PagerDuty', 'DataDog', 'Terraform', 'WSUS', 'VMware ESX', 'vCenter', 'Google Cloud Platform', 'CI/CD', 'Kubernetes', 'GitHub']",[],7/9/2025 7:38,https://es.linkedin.com/jobs/view/administrador-de-sistemas-l3-at-capitole-4261102163,Administración de Empresas,[],7/9/2025,
f9c03889daedf012f92ab6e19bd9991b,jooble,Administrador Cloud Junior,Positivo S+ Latam,"Bogotá, Bogotá, Colombia",,,[],7/9/2025 7:13,https://co.linkedin.com/jobs/view/administrador-cloud-junior-at-positivo-s%2B-latam-4264570924,Administración de Empresas,[],7/9/2025,
7eca34f96df19a37fe96e86e3f1c2876,jooble,ADMINISTRADOR DE SISTEMAS OPERACIONAIS SENIOR,G4F,Brazil,,,[],7/9/2025 6:49,https://br.linkedin.com/jobs/view/administrador-de-sistemas-operacionais-senior-at-g4f-4263300796,Administración de Empresas,[],7/9/2025,
6f33f43c19c113398a2d668040e524aa,jooble,Administrador IBM Guardim,NTT DATA Europe & Latam,Colombia,,"['IBM Guardium', 'Database Auditing', 'Encryption', 'Incident Management', 'Requirements Handling', 'Change Management', 'Guardium Agents', 'ANS Compliance', 'Operating Systems', 'Database Knowledge']",[],7/9/2025 6:33,https://co.linkedin.com/jobs/view/administrador-ibm-guardim-at-ntt-data-europe-latam-4261212633,Administración de Empresas,[],7/9/2025,
1ff19ae318f245260173607b8386c877,jooble,Administrador Snowflake / Especialista DataOps,Solvo Global Careers,Colombia,,"['Snowflake', 'DataOps', 'Automation', 'ETL', 'ELT', 'Airflow', 'dbt', 'Fivetran', 'SQL', 'Cloud Platforms', 'Data Governance', 'Data Security', 'CI/CD', 'Quality Control', 'Python', 'Data Management']",[],7/9/2025 6:33,https://co.linkedin.com/jobs/view/administrador-snowflake-especialista-dataops-at-solvo-global-careers-4260729102,Administración de Empresas,[],7/9/2025,
1a357f02cad8116be8e69841cfdd86c7,jooble,Administrador de Sistemas Semi Senior,bit2bit Americas,Colombia,,"['Linux Administration', 'Scripting', 'Automation', 'System Services Management', 'User Management', 'Security Policies', 'Troubleshooting', 'Technical Support', 'Cloud Knowledge', 'Version Control', 'Agile Methodologies', 'Monitoring Tools', 'Virtualization', 'Configuration Management', 'Disaster Recovery', 'Networking']",[],7/9/2025 6:32,https://co.linkedin.com/jobs/view/administrador-de-sistemas-semi-senior-at-bit2bit-americas-4258841969,Administración de Empresas,[],7/9/2025,
856daf237e31e80c357276dacb617996,jooble,Generador de Talento Administrador de Sucursal Tijuana-Pacifico Norte,HSBC,"Tijuana, Baja California, Mexico",,,[],7/9/2025 5:05,https://mx.linkedin.com/jobs/view/generador-de-talento-administrador-de-sucursal-tijuana-pacifico-norte-at-hsbc-4264543072,Administración de Empresas,[],7/9/2025,
d9186017ff635aa207b2eb16e5a1f12b,jooble,Administrador de hato lechero,Managro Fresh,"Puerto Boyacá, Boyacá, Colombia",,,[],7/9/2025 4:09,https://co.linkedin.com/jobs/view/administrador-de-hato-lechero-at-managro-fresh-4264538154,Administración de Empresas,[],7/9/2025,
f3214a603d275ce0028232221bb846bd,jooble,Administrador restaurante,Colombiana de Comercio / Corbeta / Alkosto S.A,"Olutanga, Zamboanga Sibugay, Philippines",,,[],7/9/2025 1:45,https://co.linkedin.com/jobs/view/administrador-restaurante-at-colombiana-de-comercio-corbeta-alkosto-s-a-4264507942,Administración de Empresas,[],7/9/2025,
5ecf10dfeb8f0525ff9cbe4e5926d1d1,jooble,"Administrador de Almacén en Consignación (Ubicacion Mina Tayahua,Mazapil, Zacatecas) )",Epiroc,Mexico,,,[],7/9/2025 1:07,https://mx.linkedin.com/jobs/view/administrador-de-almac%C3%A9n-en-consignaci%C3%B3n-ubicacion-mina-tayahua-mazapil-zacatecas-at-epiroc-4263156575,Administración de Empresas,[],7/9/2025,
d69a921864efad53be4f8474ce1c6f56,jooble,Administrador DBA/DB2 AS400 Semi Senior,C&S Informática,Argentina,,"['DBA Experience', 'IBM i', 'AS400', 'DB2 for i', 'SQL', 'IBM i Operating System', 'Security Management', 'Backup and Recovery', 'SQL Tuning', 'Monitoring Tools', 'Intermediate English', 'Communication Skills', 'Teamwork', 'Problem Solving']",[],7/9/2025 0:53,https://ar.linkedin.com/jobs/view/administrador-dba-db2-as400-semi-senior-at-c-s-inform%C3%A1tica-4264297602,Administración de Empresas,[],7/9/2025,
77f60739189cc4da976bd57dbe5fbf3b,jooble,Administrador de Contrato,Geoblast,Chile,,,[],7/8/2025 23:43,https://cl.linkedin.com/jobs/view/administrador-de-contrato-at-geoblast-4264272789,Administración de Empresas,[],7/9/2025,
66cce7121b4eaf2b36dbe8f7e6ad70fa,jooble,Técnico/a ADMINISTRADOR DE SISTEMAS Y REDES,DotGainen Consulting,"Barcelona, Catalonia, Spain",,,[],7/8/2025 23:42,https://es.linkedin.com/jobs/view/t%C3%A9cnico-a-administrador-de-sistemas-y-redes-at-dotgainen-consulting-4263148220,Administración de Empresas,[],7/9/2025,
42dc5f5b7853ff8ec1582ccb9f0ef3c8,jooble,Administrador(a) de Centros Dermocosméticos,PowerBell,"Tepic, Nayarit, Mexico",,,[],7/8/2025 22:52,https://mx.linkedin.com/jobs/view/administrador-a-de-centros-dermocosm%C3%A9ticos-at-powerbell-4263141042,Administración de Empresas,[],7/9/2025,
57d0ca77f6a92aff25221a65839d9f7e,jooble,Administrador IT Sr,Red Link S.A.,Argentina,,"['Ansible', 'Helm', 'GitOps', 'Kubernetes', 'Openshift', 'Weblogic', 'Nginx', 'Apache', 'Jboss', 'English']",[],7/8/2025 22:09,https://ar.linkedin.com/jobs/view/administrador-it-sr-at-red-link-s-a-4260756551,Administración de Empresas,[],7/9/2025,
20d3676ea2a09daea16ef13c8c430641,jooble,Administrador,Qualifinds,"Guadalajara, Jalisco, Mexico",,,[],7/8/2025 21:00,https://mx.linkedin.com/jobs/view/administrador-at-qualifinds-4263126878,Administración de Empresas,[],7/9/2025,
9d7d3d7193279ed0235a726a22f7052a,jooble,Administrador de empresa,N?rtica SpA,"Antofagasta, Antofagasta, Chile",,"['Financial Management', 'Accounting', 'Human Resources', 'Operations Management', 'Leadership', 'Strategic Thinking', 'Analytical Skills', 'Effective Communication', 'Problem Solving', 'Proactivity']",[],7/8/2025 20:57,https://cl.linkedin.com/jobs/view/administrador-de-empresa-at-n%C5%8Drtica-spa-4260751449,Administración de Empresas,[],7/9/2025,
74ae37a030dacc8903ad99033659865e,jooble,Administrador de nube AWS,Itera Process,"Lima, Lima, Peru",,"['AWS Services', 'Cloud Solutions', 'Application Migration', 'Technical Support', 'Networking', 'Security', 'Infrastructure Management', 'Automation Tools', 'Linux', 'Python']",[],7/8/2025 20:20,https://pe.linkedin.com/jobs/view/administrador-de-nube-aws-at-itera-process-4263116728,Administración de Empresas,[],7/9/2025,
ea955be91586b05f7218e9bdc2fbb09f,jooble,Administrador de Tienda,Supermercados La Colonia,"San Pedro Sula, Cortés, Honduras",,"['Inventory Control', 'Staff Management', 'Sales Goals', 'Operational Efficiency', 'Excel', 'SAP']",[],7/8/2025 20:11,https://hn.linkedin.com/jobs/view/administrador-de-tienda-at-supermercados-la-colonia-4264250085,Administración de Empresas,[],7/9/2025,
885e71a3f6f110690420cd96cdd6b573,jooble,Administrador DBA/DB2 AS400 - Semi Senior,Empleos IT Argentina,"Buenos Aires, Buenos Aires, Ciudad Autónoma de, Argentina",,,[],7/8/2025 20:00,https://ar.linkedin.com/jobs/view/administrador-dba-db2-as400-semi-senior-at-empleos-it-4264246761,Administración de Empresas,[],7/9/2025,
11629afa5b76f709dd19854dfd00102f,jooble,Administrador sap basis,Empleos IT Argentina,"Buenos Aires, Buenos Aires, Ciudad Autónoma de, Argentina",,,[],7/8/2025 20:00,https://ar.linkedin.com/jobs/view/administrador-sap-basis-at-empleos-it-4264250169,Administración de Empresas,[],7/9/2025,
91f64c6e34c5eabd67ecb46c09f62d93,jooble,ADMINISTRADOR DE CONTRATO,Austin Powder Chile,"Copiapó, Atacama, Chile",,"['Leadership', 'Contract Administration', 'Safety Management', 'Budget Management', 'Technical Evaluation', 'Business Development', 'Equipment Supervision', 'Operational Standards', 'Explosives Management', 'Microsoft Office', 'Mining Engineering', 'Continuous Improvement']",[],7/8/2025 19:58,https://cl.linkedin.com/jobs/view/administrador-de-contrato-at-austin-powder-chile-4264248452,Administración de Empresas,[],7/9/2025,
051d244b5f7d30d78a70b84d3c262b99,jooble,Sub Administrador(a) Agrícola- Pencahue,VSPT Wine Group,"Talca, Maule, Chile",,,[],7/8/2025 19:57,https://cl.linkedin.com/jobs/view/sub-administrador-a-agr%C3%ADcola-pencahue-at-vspt-wine-group-4264243835,Administración de Empresas,[],7/9/2025,
66bc863eb6d95de39aabb82fe41bb6a4,jooble,Administrador de Restaurante,Francorp SAS,"Manizales, Caldas, Colombia",,,[],7/8/2025 19:14,https://co.linkedin.com/jobs/view/administrador-de-restaurante-at-francorp-sas-4264229654,Administración de Empresas,[],7/9/2025,
8dbf49d60c4cbf67c78af543e2d27d60,jooble,Administrador de Tienda,Juan Valdez Café,"Bogotá, Bogotá, Colombia",,,[],7/8/2025 19:13,https://co.linkedin.com/jobs/view/administrador-de-tienda-at-juan-valdez-caf%C3%A9-4264225877,Administración de Empresas,[],7/9/2025,
a19780407ad7da8811bfa188b3e9574e,jooble,Administrador Windows Intermedio,Positivo S+ Latam,"Bogotá, Bogotá, Colombia",,,[],7/8/2025 19:13,https://co.linkedin.com/jobs/view/administrador-windows-intermedio-at-positivo-s%2B-latam-4264224889,Administración de Empresas,[],7/9/2025,
bfba1109b364f6ea3733304124a9cf8a,jooble,Administrador de tienda,Fork Chile,Chile,,"['Leadership', 'Team Management', 'Customer Service', 'Sales', 'Inventory Management', 'Office Skills']",[],7/8/2025 19:05,https://cl.linkedin.com/jobs/view/administrador-de-tienda-at-fork-chile-4263111955,Administración de Empresas,[],7/9/2025,
baf2fe20661756f7b05417cbe42c2a69,jooble,Administrador de Bodega Nobol,Abonafert,Ecuador,,"['Inventory Management', 'Warehouse Management Systems', 'Quality Control', 'Personnel Management', 'Task Coordination', 'Advanced Excel', 'Accounting Systems Knowledge', 'Logistics Procedures', 'Organization', 'Leadership', 'Problem Solving', 'Effective Communication', 'Results Orientation', 'Attention to Detail', 'Analytical Skills']",[],7/8/2025 18:25,https://ec.linkedin.com/jobs/view/administrador-de-bodega-nobol-at-abonafert-4264208756,Administración de Empresas,[],7/9/2025,
4b0e4646978ccbc91326a80a8cc4ee04,jooble,Administrador estación de gasolina / Costa Rica Heredia,Distracom,"Timon, Maranhão, Brazil",,,[],7/8/2025 17:52,https://cr.linkedin.com/jobs/view/administrador-estaci%C3%B3n-de-gasolina-costa-rica-heredia-at-distracom-4264203564,Administración de Empresas,[],7/9/2025,
88f38baeeaf224b6f8c2b48120be7111,jooble,Administrador De Tienda-ibague,Crystal S.A.S,"Ibagué, Tolima, Colombia",,,[],7/8/2025 17:51,https://co.linkedin.com/jobs/view/administrador-de-tienda-ibague-at-crystal-s-a-s-4264197978,Administración de Empresas,[],7/9/2025,
8c7874192048efa3837a226f9ea01410,jooble,Administrador(a) De Tienda Sector Retail - Bogotá,Cueros Vélez,"Bogotá, Bogotá, Colombia",,,[],7/8/2025 17:51,https://co.linkedin.com/jobs/view/administrador-a-de-tienda-sector-retail-bogot%C3%A1-at-cueros-v%C3%A9lez-4264199882,Administración de Empresas,[],7/9/2025,
209c5cb9b37d5e970fb8243cd7c5e632,jooble,Administrador De Finca,CRECENTO INVERSIONES SAS,"Belalcázar, Cauca, Colombia",,,[],7/8/2025 17:42,https://co.linkedin.com/jobs/view/administrador-de-finca-at-crecento-inversiones-sas-4262895770,Administración de Empresas,[],7/9/2025,
2e5bc13ed8323fd42a7118717562fece,jooble,ADMINISTRADOR DE PROYECTOS,Praxis,"Mexico City, Ciudad de México, Mexico",,"['Project Administration', 'Regulatory Documents Knowledge', 'Committee Presentations', 'Requirements Attention', 'Agile Methodologies', 'Project Management', 'Team Coordination', 'Client Contact', 'Financial Sector Experience', 'Time Availability']",[],7/8/2025 17:24,https://mx.linkedin.com/jobs/view/administrador-de-proyectos-at-praxis-4262895363,Administración de Empresas,[],7/9/2025,
04b56e263ac55f3ef0a06b97d6a5b5c5,jooble,Administrador de Redes y Tecnologías Educativas,Interamerican School,"Monterrey, Nuevo León, Mexico",,"['Firewall Management', 'Network Monitoring', 'Wireless Networking', 'Switch Configuration', 'Apple Devices', 'Email Administration', 'MDM Management', 'Access Point Configuration', 'Technical Support', 'Infrastructure Advisory', 'Digital Learning Environment', 'Structured Cabling']",[],7/8/2025 17:24,https://mx.linkedin.com/jobs/view/administrador-de-redes-y-tecnolog%C3%ADas-educativas-at-interamerican-school-4264183277,Administración de Empresas,[],7/9/2025,
e8279de91c1818e6ce2154048a6563f9,jooble,Tècnic/a de Sistemes · System Administrator / Administrador de Sistemas (Mid-Sènior | Sènior),TEPSIS,Spain,,,[],7/8/2025 17:02,https://es.linkedin.com/jobs/view/t%C3%A8cnic-a-de-sistemes-%C2%B7-system-administrator-administrador-de-sistemas-mid-s%C3%A8nior-s%C3%A8nior-at-tepsis-4260733479,Administración de Empresas,[],7/9/2025,
1ebe9c2177f65031711f63e5312aca67,jooble,Administrador Salesforce,Agencia de Empleo Colsubsidio,"Bogotá, Bogotá, Colombia",,,[],7/8/2025 16:24,https://co.linkedin.com/jobs/view/administrador-salesforce-at-agencia-de-empleo-colsubsidio-4262879381,Administración de Empresas,[],7/9/2025,
75bb5241e195c1ac53a0dcdb1754e9bd,jooble,Administrador SAP BASIS Senior,C&S Informática,Chile,,"['SAP Basis Administration', 'Cloud Operations', 'Automation', 'Technical Documentation', 'Incident Management', 'Change Management', 'Problem Solving', 'ITIL', 'SAP NetWeaver', 'AWS', 'Azure', 'GCP', 'Business Objects', 'Convergent Charging', 'OpenText', 'Root Cause Analysis']",[],7/8/2025 16:16,https://cl.linkedin.com/jobs/view/administrador-sap-basis-senior-at-c-s-inform%C3%A1tica-4260723792,Administración de Empresas,[],7/9/2025,
beaab3ad8176ecd67cbdb9dbd95af3bd,jooble,ADMINISTRADOR DE TORRE,NIVADA SWISS,"Polanco, Zamboanga del Norte, Philippines",,"['Customer Service', 'Conflict Management', 'Proactivity', 'Goal-Oriented', 'Emotional Intelligence', 'Establishment Administration', 'Leasing', 'Budget Control', 'Maintenance']",[],7/8/2025 15:52,https://mx.linkedin.com/jobs/view/administrador-de-torre-at-nivada-swiss-4264164613,Administración de Empresas,[],7/9/2025,
fd5bdd1a6b4a424cb1130b9fce413ec1,jooble,Administrador de Sistema de información Geográfica (GIS).,KPG Inc,"San Juan, Puerto Rico, Puerto Rico",,,[],7/8/2025 15:24,https://pr.linkedin.com/jobs/view/administrador-de-sistema-de-informaci%C3%B3n-geogr%C3%A1fica-gis-at-kpg-inc-4262867888,Administración de Empresas,[],7/9/2025,
2dcc101cf4c068c95ae322f724178ca9,jooble,Administrador de Sistema de Información Geográfica (GIS),"SMX Services & Consulting, Inc.",Puerto Rico,,"['GIS', 'Database Management', 'Technical Support', 'Data Integration', 'Interoperability', 'Data Quality', 'User Experience', 'ArcGIS', 'ESRI', 'SQL', 'Python']",[],7/8/2025 14:41,https://www.linkedin.com/jobs/view/administrador-de-sistema-de-informaci%C3%B3n-geogr%C3%A1fica-gis-at-smx-services-consulting-inc-4264164001,Administración de Empresas,[],7/9/2025,
2389fef3b57565e7a095cf2b51f66629,jooble,Administrador,Informadora Comercial C.A,"Caracas, Distrito Capital, Venezuela",,"['Administration', 'Accounting', 'Finance', 'Budget Management', 'Human Resources', 'Decision Making', 'Negotiation', 'Interpersonal Skills', 'Team Supervision', 'Tax Management', 'Treasury Management', 'Financial Projections', 'Legal Compliance', 'Procurement', 'Cash Flow Management', 'Bank Reconciliation']",[],7/8/2025 13:43,https://ve.linkedin.com/jobs/view/administrador-at-informadora-comercial-c-a-4264149978,Administración de Empresas,[],7/9/2025,
85e9fb6a83c2d6f1328324fbf3a31d29,jooble,Administrador de Fincas,DOMUSFINCAS,"Majadahonda, Madrid, Spain",,,[],7/8/2025 13:32,https://es.linkedin.com/jobs/view/administrador-de-fincas-at-domusfincas-4260710182,Administración de Empresas,[],7/9/2025,
e5ed3b612fa52273d87ff9f61f98df32,jooble,Administrador de SAP Basis Senior,C&S Informática,Argentina,,"['SAP Basis', 'Cloud Operations', 'ITIL', 'Incident Management', 'Documentation', 'Automation', 'Problem Solving', 'Teamwork', 'Communication', 'Customer Orientation', 'AWS', 'Azure', 'GCP', 'Analytical Skills', 'Attention to Detail', 'Proactivity']",[],7/8/2025 13:16,https://ar.linkedin.com/jobs/view/administrador-de-sap-basis-senior-at-c-s-inform%C3%A1tica-4260389926,Administración de Empresas,[],7/9/2025,
3028cccdbae9637b4f4ebf005d7869ee,jooble,Administrador Linux,Ketos Delphin Chile,Argentina,,"['Linux', 'Unix', 'VM-Ware', 'Virus Removal', 'Software Installation', 'Hardware Installation', 'Bash Scripting', 'Ksh Scripting', 'Zsh Scripting', 'Incident Tracking']",[],7/8/2025 13:12,https://ar.linkedin.com/jobs/view/administrador-linux-at-ketos-delphin-chile-4260706190,Administración de Empresas,[],7/9/2025,
3d4d6ebeae7ba08cc5b9fb9ec15078cf,jooble,Administrador de Redes,CAS Tecnologia SA,"São Paulo, São Paulo, Brazil",,"['Linux', 'Windows Servers', 'Firewall', 'Samba', 'VPN', 'Shell Scripts', 'Virtualization', 'Networking']",[],7/8/2025 13:09,https://br.linkedin.com/jobs/view/administrador-de-redes-at-cas-tecnologia-sa-4260708270,Administración de Empresas,[],7/9/2025,
d12b5cb5d8e73aa1e21560f28254b674,jooble,Administrador de procesos de calidad / Nissan lomas verdes,Grupo Kasa Automotriz,Mexico,,,[],7/8/2025 13:09,https://mx.linkedin.com/jobs/view/administrador-de-procesos-de-calidad-nissan-lomas-verdes-at-grupo-kasa-automotriz-4260703756,Administración de Empresas,[],7/9/2025,
f05f591fb9e8350b55cb425f50a267e0,jooble,Administrador De Sistemas,Irium Portugal,"Lisbon, Lisboa, Portugal",,"['Microsoft Azure', 'M365', 'Windows Server', 'Active Directory', 'Linux', 'PowerShell', 'Ansible', 'SIEM', 'Microsoft Sentinel', 'Vulnerability Analysis', 'Incident Response', 'Microsoft Intune', 'SCCM', 'VMware', 'Security Best Practices', 'Compliance Audits']",[],7/8/2025 13:03,https://pt.linkedin.com/jobs/view/administrador-de-sistemas-at-irium-portugal-4264141285,Administración de Empresas,[],7/9/2025,
9f99ca81ca80ca977c139c3daaf738cf,jooble,ADMINISTRADOR Y CONTADOR DE PROPIEDAD HORIZONTAL 2025-2026,Condominio Residencial y Turístico Bahía Solero Alicante,"Los Córdobas, Córdoba, Colombia",,,[],7/8/2025 12:24,https://co.linkedin.com/jobs/view/administrador-y-contador-de-propiedad-horizontal-2025-2026-at-condominio-residencial-y-tur%C3%ADstico-bah%C3%ADa-solero-alicante-4264126516,Administración de Empresas,[],7/9/2025,
c3255ee56dc1d7c4a0bcd22ae6af07b8,jooble,ADMINISTRADOR DE REDES TI,EYC INGENIEROS,"Bogotá, Bogotá, Colombia",,"['Network Administration', 'WAN', 'LAN', 'Network Security', 'Windows Server', 'VMware', 'Hyper-V', 'Linux', 'VLANs', 'STP', 'Trunking', 'Cisco', 'Aruba', 'HP', 'MikroTik', 'Network Monitoring']",[],7/8/2025 12:21,https://co.linkedin.com/jobs/view/administrador-de-redes-ti-at-eyc-ingenieros-4264129179,Administración de Empresas,[],7/9/2025,
96b0d95d27d0e52d5a9c56b389f77ce8,jooble,Administrador de Sistemas - Sector Retail,TRAMAS+,Spain,,"['System Administration', 'Network Monitoring', 'Technical Support', 'VPN Management', 'LAN/WAN Configuration', 'Firewall Management', 'Data Analysis', 'RFID Systems', 'Communication Skills', 'Analytical Skills', 'Teamwork', 'Detail Orientation', 'Incident Management', 'Technical Reporting', 'Proactive Approach', 'Task Organization']",[],7/8/2025 11:55,https://es.linkedin.com/jobs/view/administrador-de-sistemas-sector-retail-at-tramas%2B-4260397205,Administración de Empresas,[],7/9/2025,
4e5ea57772ce56e933bf6786d91ef224,jooble,Banco de talentos administrador de banco de dados sql junior pleno senior,Netvagas,"São Paulo, São Paulo, Brazil",,,[],7/8/2025 11:41,https://br.linkedin.com/jobs/view/banco-de-talentos-administrador-de-banco-de-dados-sql-junior-pleno-senior-at-netvagas-4264111289,Administración de Empresas,[],7/9/2025,
6a48d681aea4d020090076d896927e7e,jooble,Banco de talentos administrador de dados nosql pleno,Netvagas,"São Paulo, São Paulo, Brazil",,,[],7/8/2025 11:40,https://br.linkedin.com/jobs/view/banco-de-talentos-administrador-de-dados-nosql-pleno-at-netvagas-4264110266,Administración de Empresas,[],7/9/2025,
07969b5b29f53aa89f687bb343334f05,jooble,Banco de talentos administrador de banco de dados oracle junior pleno senior,Netvagas,"São Paulo, São Paulo, Brazil",,,[],7/8/2025 11:40,https://br.linkedin.com/jobs/view/banco-de-talentos-administrador-de-banco-de-dados-oracle-junior-pleno-senior-at-netvagas-4264108388,Administración de Empresas,[],7/9/2025,
a8cfe21199bd27e9358b8c67842a784a,jooble,Banco de talentos administrador de synapse pleno,Netvagas,"São Paulo, São Paulo, Brazil",,,[],7/8/2025 11:40,https://br.linkedin.com/jobs/view/banco-de-talentos-administrador-de-synapse-pleno-at-netvagas-4264111243,Administración de Empresas,[],7/9/2025,
